round,cid,train_loss,train_acc,num_examples
16,client_14,0.9800188588717628,0.6440476190476191,2520
16,client_15,1.0402145022437685,0.6126984126984127,2520
16,client_19,0.937077560311272,0.6515873015873016,2520
16,client_6,1.2133726471946353,0.5345238095238095,2520
16,client_16,1.0192294677098592,0.625,2520
16,client_9,0.9913465609626164,0.6214285714285714,2520
16,client_17,0.9983617277372451,0.6257936507936508,2520
16,client_8,0.993335375331697,0.6265873015873016,2520
17,client_12,0.9609082674223279,0.6507936507936508,2520
17,client_19,0.9412625992108905,0.6527777777777778,2520
17,client_2,1.1823982711822267,0.5567460317460318,2520
17,client_13,0.9783445335569836,0.6325396825396825,2520
17,client_8,1.0511744620308043,0.6079365079365079,2520
17,client_16,0.9971556188568237,0.6369047619047619,2520
17,client_9,0.9565128977336581,0.6488095238095238,2520
17,client_1,1.096125368466453,0.5813492063492064,2520
17,client_4,1.2406923502210587,0.5448412698412698,2520
17,client_5,1.1581955991094075,0.5746031746031746,2520
17,client_11,1.0049839201427642,0.6388888888888888,2520
17,client_18,0.9666380399749392,0.6412698412698413,2520
17,client_17,1.0159404815189421,0.6253968253968254,2520
17,client_0,1.1875872362227666,0.546031746031746,2520
17,client_6,1.1694157899372162,0.5480158730158731,2520
17,client_14,0.9607666571935017,0.6472222222222223,2520
17,client_10,0.9902520872297741,0.6226190476190476,2520
17,client_7,1.1591549385161626,0.5376984126984127,2520
18,client_19,0.9489608938731845,0.6547619047619048,2520
18,client_10,0.9696007862923637,0.6408730158730159,2520
18,client_7,1.1542301632109142,0.5492063492063493,2520
18,client_0,1.141462356703622,0.5757936507936507,2520
18,client_13,0.9452227713569762,0.6496031746031746,2520
18,client_16,1.0255541358675275,0.6317460317460317,2520
18,client_6,1.15906090187648,0.5472222222222223,2520
18,client_3,1.167753849710737,0.5543650793650794,2520
18,client_11,1.0299578004413181,0.6091269841269841,2520
18,client_5,1.1387914502431475,0.5757936507936507,2520
19,client_4,1.180442500114441,0.5646825396825397,2520
19,client_5,1.1777640147814674,0.5666666666666667,2520
19,client_9,0.9269973713254172,0.6575396825396825,2520
19,client_14,0.9720849426965865,0.6384920634920634,2520
19,client_2,1.186440232064989,0.5464285714285714,2520
19,client_19,0.9405047596447051,0.651984126984127,2520
19,client_17,1.0203209789972456,0.625,2520
19,client_13,0.9684855362725636,0.6388888888888888,2520
19,client_12,0.9465592028602722,0.6579365079365079,2520
19,client_6,1.190271752599686,0.5587301587301587,2520
19,client_3,1.1755038030563838,0.5666666666666667,2520
19,client_1,1.1579714729672386,0.5607142857142857,2520
19,client_11,0.9784464512552534,0.6313492063492063,2520
19,client_8,0.9641311751471625,0.6376984126984127,2520
20,client_19,0.944889936182234,0.6496031746031746,2520
20,client_7,1.2287435883567446,0.551984126984127,2520
20,client_8,0.969331365350693,0.6325396825396825,2520
20,client_15,1.0038123738198053,0.628968253968254,2520
20,client_1,1.2388939274681938,0.5738095238095238,2520
20,client_11,0.9809318533019414,0.6325396825396825,2520
20,client_3,1.2975990605732752,0.540079365079365,2520
